Justiça	Tribunal	UF	Tipo de unidade	Classificação da unidade	case:court:code	Unidade Judiciária	Município sede	Estoque	Taxa de congestionamento líquida	Taxa de congestionamento total
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33743	NOVA IGUAÇU - 4ª VARA DO TRABALHO	NOVA IGUACU	3238	0.4799	0.6318
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33848	VOLTA REDONDA - 2ª VARA DO TRABALHO	VOLTA REDONDA	2255	0.1247	0.5406
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33720	ITABORAÍ - 1ª VARA DO TRABALHO	ITABORAI	2846	0.2529	0.5517
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33690	BARRA DO PIRAÍ - 1ª VARA DO TRABALHO	BARRA DO PIRAI	3947	0.479	0.5784
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33799	RIO DE JANEIRO - 52ª VARA DO TRABALHO	RIO DE JANEIRO	3204	0.4875	0.6558
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33786	RIO DE JANEIRO - 40ª VARA DO TRABALHO	RIO DE JANEIRO	3097	0.369	0.6733
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33795	RIO DE JANEIRO - 49ª VARA DO TRABALHO	RIO DE JANEIRO	1961	0.2546	0.5821
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33762	RIO DE JANEIRO - 19ª VARA DO TRABALHO	RIO DE JANEIRO	1582	0.3302	0.4186
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33757	RIO DE JANEIRO - 14ª VARA DO TRABALHO	RIO DE JANEIRO	2735	0.449	0.6089
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33816	RIO DE JANEIRO - 68ª VARA DO TRABALHO	RIO DE JANEIRO	2815	0.478	0.6256
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33729	NILÓPOLIS - 1ª VARA DO TRABALHO	NILOPOLIS	1476	0.1806	0.4318
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33798	RIO DE JANEIRO - 51ª VARA DO TRABALHO	RIO DE JANEIRO	2060	0.151	0.5943
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33805	RIO DE JANEIRO - 58ª VARA DO TRABALHO	RIO DE JANEIRO	2242	0.2548	0.5758
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33770	RIO DE JANEIRO - 26ª VARA DO TRABALHO	RIO DE JANEIRO	1517	0.0	0.503
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33775	RIO DE JANEIRO - 30ª VARA DO TRABALHO	RIO DE JANEIRO	3495	0.4263	0.6602
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33747	PETRÓPOLIS - 1ª VARA DO TRABALHO	PETROPOLIS	3816	0.531	0.6896
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33721	ITAGUAÍ - 1ª VARA DO TRABALHO	ITAGUAI	1845	0.2545	0.5343
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33718	DUQUE DE CAXIAS - 6ª VARA DO TRABALHO	DUQUE DE CAXIAS	2789	0.2712	0.5888
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33846	TRÊS RIOS - 1ª VARA DO TRABALHO	TRES RIOS	3487	0.3919	0.7022
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33717	DUQUE DE CAXIAS - 5ª VARA DO TRABALHO	DUQUE DE CAXIAS	2153	0.1173	0.5501
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33825	RIO DE JANEIRO - 76ª VARA DO TRABALHO	RIO DE JANEIRO	2714	0.484	0.603
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33812	RIO DE JANEIRO - 64ª VARA DO TRABALHO	RIO DE JANEIRO	2673	0.3264	0.6212
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33722	ITAGUAÍ - 2ª VARA DO TRABALHO	ITAGUAI	2393	0.4064	0.5874
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	33837	SÃO GONÇALO - 3ª VARA DO TRABALHO	SAO GONCALO	3209	0.4576	0.7039
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU	V - VARA;	79444	ITABORAÍ - 2ª VARA DO TRABALHO	RIO DE JANEIRO	3263	0.5491	0.6648
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33933	GAB DES. CLAUDIA REGINA VIANNA MARQUES BARROZO	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33864	GAB DES. ALEXANDRE TEIXEIRA DE FREITAS B. CUNHA	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33865	GAB DES. ALVARO LUIZ CARVALHO MOREIRA	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33871	GAB DES. BRUNO LOSADA ALBUQUERQUE LOPES	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33874	GAB DES. CESAR MARQUES CARVALHO	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33870	GAB DES. ANTONIO CESAR COUTINHO DAIHA	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33866	GAB DES. ANA MARIA SOARES DE MORAES	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33868	GAB DES. ANGELO GALVÃO ZAMORANO	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33869	GAB DES. ANTONIO CARLOS DE AZEVEDO RODRIGUES	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33904	GAB DES. RILDO ALBUQUERQUE MOUSINHO DE BRITO	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33876	GAB DES. DALVA AMELIA DE OLIVEIRA	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33901	GAB DES. MERY BUCKER CAMINHA	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33906	GAB DES. ROGERIO LUCAS MARTINS	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33907	GAB DES. ROQUE LUCARELLI DATTOLI	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	70803	GAB DES. JOSE LUIS CAMPOS XAVIER	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33912	GAB DES. VALMIR DE ARAUJO CARVALHO	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33908	GAB DES. ROSANA SALIM VILLELA TRAVESEDO	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33883	GAB DES. GUSTAVO TADEU ALKMIM	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33909	GAB DES. SAYONARA GRILLO COUTINHO L. DA SILVA	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33911	GAB DES. THEOCRITO BORGES DOS SANTOS FILHO	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33905	GAB DES. ROBERTO NORRIS	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33887	GAB DES. JOSE ANTONIO TEIXEIRA DA SILVA	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33878	GAB DES. ENOQUE RIBEIRO DOS SANTOS	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33888	GAB DES. JOSE DA FONSECA MARTINS JUNIOR	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33882	GAB DES. GISELLE BONDIM LOPES RIBEIRO	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33885	GAB DES. JORGE FERNANDO GONÇALVES DA FONTE	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33891	GAB DES. LEONARDO DA SILVEIRA PACHECO	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33898	GAB DES. MARIA APARECIDA COUTINHO MAGALHAES	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33895	GAB DES. MARCELO AUGUSTO SOUTO DE OLIVEIRA	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33892	GAB DES. LEONARDO DIAS BORGES	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33899	GAB DES. MARIA DAS GRACAS CABRAL VIEGAS PARANHOS	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33893	GAB DES. LUIZ ALFREDO MAFRA LINO	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33894	GAB DES. MARCELO ANTERO DE CARVALHO	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33910	GAB DES. TANIA DA SILVA GARCIA	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33890	GAB DES. JOSE NASCIMENTO ARAUJO NETTO	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33884	GAB DES. IVAN DA COSTA ALEMÃO FERREIRA	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33900	GAB DES. MARIO SERGIO MEDEIROS PINHEIRO	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33873	GAB DES. CELIO JUAÇABA CAVALCANTE	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33880	GAB DES. FERNANDO ANTONIO ZORZENON DA SILVA	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33881	GAB DES. FLAVIO ERNESTO RODRIGUES SILVA	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33875	GAB DES. CLAUDIA DE SOUZA GOMES FREIRE	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	33877	GAB DES. EDITH MARIA CORREA TOURINHO	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	72980	GAB DES. MONICA BATISTA VIEIRA PUGLIA	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	75580	GAB DES. GLAUCIA ZUCCARI FERNANDES BRAGA	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	74453	GAB DES. CARINA RODRIGUES BICALHO	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	76596	GAB DES. MARCOS PINTO DA CRUZ	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	78571	GAB JUIZ CONVOCADO MARCIA REGINA LEAL CAMPOS	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	80840	GAB JUIZ CONVOCADO ALVARO ANTONIO BORGES FARIA	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	78894	GAB DES. JORGE ORLANDO SERENO RAMOS	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	79483	GAB DES. EDUARDO HENRIQUE RAYMUNDO VON ADAMOVICH	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	81245	GAB JUIZ CONVOCADO CLAUDIO JOSE MONTESSO	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	78895	GAB DES. MARIA HELENA MOTTA	RIO DE JANEIRO	0	0.0	0.5354
Justiça do Trabalho	TRT1	RJ	UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES	GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)	81494	GAB. DES. CLAUDIA MARIA SAMY PEREIRA DA SILVA	RIO DE JANEIRO	0	0.0	0.5354
